Datetime,BTC-USD,ETH-USD
2022-03-21 02:04:00+00:00,41262.83984375,2866.94970703125
2022-03-21 02:05:00+00:00,41267.6796875,2867.24658203125
2022-03-21 02:07:00+00:00,41253.40234375,2866.3994140625
2022-03-21 02:10:00+00:00,41281.94140625,2868.60546875
2022-03-21 02:11:00+00:00,41285.0,2869.35009765625
2022-03-21 02:12:00+00:00,41278.96484375,2868.93994140625
2022-03-21 02:13:00+00:00,41273.44140625,2868.946533203125
2022-03-21 02:14:00+00:00,41274.15625,2869.044921875
2022-03-21 02:15:00+00:00,41273.42578125,2869.359375
2022-03-21 02:16:00+00:00,41270.09375,2869.606689453125
2022-03-21 02:17:00+00:00,41253.3203125,2868.5615234375
2022-03-21 02:18:00+00:00,41237.484375,2867.764892578125
2022-03-21 02:19:00+00:00,41206.3203125,2865.49267578125
2022-03-21 02:20:00+00:00,41206.88671875,2865.208740234375
2022-03-21 02:21:00+00:00,41204.2421875,2865.213623046875
2022-03-21 02:23:00+00:00,41191.8984375,2864.559326171875
2022-03-21 02:24:00+00:00,41182.62890625,2864.15869140625
2022-03-21 02:25:00+00:00,41134.921875,2862.2294921875
2022-03-21 02:26:00+00:00,41140.6640625,2861.943359375
2022-03-21 02:27:00+00:00,41133.9375,2861.404052734375
2022-03-21 02:28:00+00:00,41091.5,2858.971435546875
2022-03-21 02:29:00+00:00,41089.1875,2858.475830078125
2022-03-21 02:30:00+00:00,41088.2578125,2858.903076171875
